restaurant name,restaurant type,rate (out of 5),num of ratings,avg cost (two people),online_order,table booking,cuisines type,area,local address,is_open
BDBD Banashri Davangere Benne Dose Hotel,Quick Bites,3.7,16,150.0,Yes,No,South Indian,Rajajinagar,Vijay Nagar,Yes
Beach Hut,Casual Dining,3.5,134,650.0,No,No,"North Indian, Chinese",Jayanagar,JP Nagar,Yes
Bean D'er Cafe,Quick Bites,3.4,8,250.0,Yes,No,"Tamil, Fast Food",JP Nagar,JP Nagar,Yes
Bean Flickers,Cafe,4.3,391,700.0,Yes,No,"Cafe, American, Fast Food, Coffee, Continental",Indiranagar,Indiranagar,Yes
Bearfoot Cafe,Cafe,4.2,174,600.0,Yes,No,Cafe,"Byresandra,Tavarekere,Madiwala",Koramangala 6th Block,Yes
Bearful,Casual Dining,3.8,179,1000.0,Yes,No,"Continental, North Indian, Chinese, Pizza",Sarjapur Road,Sarjapur Road,Yes
Bearys Restaurant,Casual Dining,3.3,6,450.0,No,No,"South Indian, North Indian",Frazer Town,RT Nagar,Yes
Beer Adda,"Casual Dining, Pub",4.2,541,1000.0,Yes,Yes,"North Indian, Chinese, Pizza","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Yes
Beetle Juice Bar - Springs Hotel & Spa,Bar,3.7,64,2200.0,No,Yes,Finger Food,Basavanagudi,Basavanagudi,Yes
Begin with us....Tea Time Cafe,Beverage Shop,3.8,36,300.0,Yes,No,"Beverages, Tea","Byresandra,Tavarekere,Madiwala",Koramangala 7th Block,Yes
Begum's Biriyani,Quick Bites,3.2,4,500.0,No,No,"Biryani, North Indian, Chinese",HSR,HSR,Yes
Behrouz Biryani,Delivery,3.9,114,650.0,Yes,No,Biryani,MG Road,Residency Road,Yes
Beijing Bites,Casual Dining,2.7,128,850.0,No,No,"Chinese, Thai",Banashankari,Banashankari,Yes
BEIR,Casual Dining,2.8,40,800.0,No,No,"Mexican, American",Bannerghatta Road,Bannerghatta Road,Yes
Bekal,Casual Dining,4.0,277,700.0,Yes,No,"Kerala, Mangalorean, Seafood",Indiranagar,Jeevan Bhima Nagar,Yes
Belgian Waffle Factory,Dessert Parlor,4.8,186,400.0,Yes,No,Desserts,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Yes
BelgYum,Dessert Parlor,2.8,40,400.0,Yes,No,Desserts,Whitefield,Whitefield,Yes
Bella,Casual Dining,3.9,142,1000.0,Yes,Yes,"Mangalorean, Seafood, South Indian",Banashankari,Jayanagar,Yes
Bella?s Kitchen,Casual Dining,2.9,31,600.0,No,No,"Chinese, Seafood, North Indian",Bannerghatta Road,Bannerghatta Road,Yes
Bellandur Kitchen,Quick Bites,3.4,17,400.0,Yes,No,"North Indian, Chinese",Bellandur,Bellandur,Yes
Belly Deli,Delivery,4.1,178,400.0,Yes,No,"Fast Food, Biryani",Kammanahalli,Frazer Town,Yes
Belly Doze,"Takeaway, Delivery",3.6,31,600.0,No,No,"North Indian, Mughlai, Chinese",New BEL Road,New BEL Road,Yes
Belly Squad Food Truck,Food Truck,3.8,55,300.0,No,No,"Chinese, Rolls, Biryani, Momos",Banashankari,South Bangalore,Yes
Benaka Sweets,Sweet Shop,3.3,7,300.0,No,No,Mithai,Rajajinagar,Vijay Nagar,Yes
Bendakaluru Bytes,Quick Bites,3.2,154,300.0,Yes,No,Fast Food,Banashankari,Vijay Nagar,Yes
Bene - Sheraton Grand Bangalore Hotel at Brigade...,Fine Dining,4.2,244,2500.0,No,Yes,"Italian, European, Mediterranean",Malleshwaram,Malleshwaram,Yes
Bengal Biriyani,Quick Bites,2.9,28,150.0,No,No,Biryani,New BEL Road,New BEL Road,Yes
Bengal Sweets,"Sweet Shop, Quick Bites",3.9,40,300.0,No,No,"Mithai, Street Food",New BEL Road,Jalahalli,Yes
Bengali Fun Foods,Casual Dining,3.9,65,600.0,Yes,Yes,"Bengali, North Indian","Byresandra,Tavarekere,Madiwala",BTM,Yes
Bengalooru Tiffany's,Quick Bites,3.0,38,400.0,Yes,No,"South Indian, North Indian, Chinese, Street Food",Bannerghatta Road,JP Nagar,Yes
Bengaluru Baking Company - JW Marriott Bengaluru,"Bakery, Cafe",4.3,521,1400.0,No,No,"Salad, Bakery, Cafe, Sandwich, Italian, Burger",Brigade Road,Lavelle Road,Yes
Bengaluru Cafe,Quick Bites,3.3,4,150.0,No,No,South Indian,New BEL Road,Sanjay Nagar,Yes
Bengaluru Coffee House,Quick Bites,4.1,201,300.0,Yes,No,"South Indian, North Indian, Chinese, Street Food",Banashankari,Banashankari,Yes
Bengaluru House,Casual Dining,2.6,21,700.0,Yes,No,South Indian,HSR,HSR,Yes
Bengaluru Restaurant,Casual Dining,3.1,22,1500.0,No,No,"North Indian, South Indian",Electronic City,Electronic City,Yes
Bengaluru Square,Quick Bites,3.5,25,300.0,No,No,"Chinese, Beverages, Andhra",Brookefield,Marathahalli,Yes
Bengaluru's Biryanis Paradise,Quick Bites,3.7,26,300.0,No,No,Biryani,Bellandur,Marathahalli,Yes
Benjarong,Casual Dining,4.2,858,1800.0,Yes,No,"Thai, Asian",Brigade Road,Ulsoor,Yes
Benzys,Casual Dining,3.2,6,700.0,No,No,"Arabian, Chinese, Hyderabadi, Kerala","Byresandra,Tavarekere,Madiwala",BTM,Yes
Berakah,Casual Dining,4.0,253,600.0,Yes,No,"North Indian, Mughlai, Chinese",Kalyan Nagar,Hennur,Yes
Berry'd Alive,Dessert Parlor,4.3,1899,400.0,Yes,No,Desserts,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Yes
Berrylicious,Dessert Parlor,3.8,89,400.0,Yes,No,"Ice Cream, Desserts, Bakery",Bannerghatta Road,JP Nagar,Yes
Berrylicious Cafe,"Casual Dining, Cafe",4.1,124,900.0,Yes,No,"Continental, Cafe, Desserts, Pizza, North Indian, Chinese, Ice Cream",Brigade Road,MG Road,Yes
Best,Quick Bites,3.4,6,400.0,No,No,"Fast Food, Chinese, Street Food",Whitefield,Whitefield,Yes
Best B Restaurant,Quick Bites,3.5,12,400.0,No,No,"South Indian, North Indian, Chinese, Kerala",Kammanahalli,HBR Layout,Yes
Best Brews - Four Points by Sheraton Bengaluru...,Bar,3.6,27,1500.0,No,No,Continental,Whitefield,Whitefield,Yes
Best In Klass,Quick Bites,3.2,47,200.0,Yes,No,South Indian,Brookefield,Whitefield,Yes
Best Of Bengal,Quick Bites,3.8,230,300.0,Yes,No,Bengali,Bellandur,Marathahalli,Yes
Bettaiah Military Hotel,Quick Bites,3.3,4,250.0,No,No,South Indian,Brigade Road,Shanti Nagar,Yes
Bewiched,Quick Bites,3.4,10,300.0,Yes,No,"Fast Food, Sandwich, Burger","Byresandra,Tavarekere,Madiwala",HSR,Yes
Beyond Elements,"Casual Dining, Cafe",4.1,859,900.0,Yes,Yes,"Cafe, Italian, Pizza, North Indian",Brookefield,Whitefield,Yes
BFC Family Restaurant,Casual Dining,3.2,426,600.0,Yes,No,"North Indian, Biryani, Chinese, Rolls",Marathahalli,Kaggadasapura,Yes
Bflat Bar,Lounge,3.9,854,1600.0,No,Yes,"North Indian, Chinese, Continental, Bengali",Indiranagar,Indiranagar,Yes
BG's Poolside Bar & Grill,"Casual Dining, Bar",4.1,106,1600.0,No,Yes,"Mediterranean, Italian, Mexican",Bellandur,Bellandur,Yes
Bhagatram Sweets,Quick Bites,3.4,225,300.0,No,No,"Street Food, Mithai",Lavelle Road,Commercial Street,Yes
Bhagini,Casual Dining,2.0,259,800.0,No,No,"Andhra, South Indian, Chinese, North Indian",Marathahalli,Marathahalli,Yes
Bhagini Icon Boutique Hotel,Casual Dining,3.1,6,600.0,Yes,No,"South Indian, North Indian, Continental",Brigade Road,Indiranagar,Yes
Bhagini IRIS,Casual Dining,3.6,115,600.0,No,No,"North Indian, Chinese",Brookefield,Whitefield,Yes
Bhagini Kitchen And Bar,"Casual Dining, Bar",3.8,35,1100.0,No,No,"Andhra, South Indian, Chinese, North Indian",Brookefield,Marathahalli,Yes
Bhaijaan Barbeques,Food Truck,3.4,8,200.0,Yes,No,"Mughlai, Arabian, BBQ",Bannerghatta Road,South Bangalore,Yes
Bhairava Deluxe Hindu Military Hotel,Quick Bites,3.4,4,400.0,No,No,South Indian,Malleshwaram,Rajajinagar,Yes
Bhairaveshwara Military Hotel,Quick Bites,4.1,133,250.0,Yes,No,"South Indian, Hyderabadi",Malleshwaram,Malleshwaram,Yes
Bhaiya Ji Food Court,Quick Bites,3.0,16,150.0,No,No,"North Indian, Street Food",Brigade Road,Ulsoor,Yes
Bhaiyajees,"Takeaway, Delivery",,40,300.0,No,No,"North Indian, South Indian",Koramangala 6th Block,Koramangala 8th Block,Yes
Bhaiyaji Food Court,Quick Bites,3.3,6,300.0,No,No,"North Indian, Mithai",Brigade Road,MG Road,Yes
Bhajanka's Restaurant,Casual Dining,3.6,21,700.0,No,No,"Street Food, North Indian, Continental, Beverages",Kammanahalli,Kammanahalli,Yes
Bhandary's Kitchen,Delivery,3.6,16,300.0,No,No,North Indian,MG Road,Koramangala 7th Block,Yes
Bhanu Hindi Military Hotel,Quick Bites,3.4,7,300.0,Yes,No,South Indian,Rajajinagar,Magadi Road,Yes
Bharanis,Casual Dining,3.5,18,600.0,No,No,"Andhra, Biryani",Old Airport Road,Domlur,Yes
Bharat Kitchen,Quick Bites,3.7,20,300.0,Yes,No,"Bengali, Chinese, Continental, Mughlai, North Indian, Oriya","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block,Yes
Bharath Restaurant,Casual Dining,3.1,37,450.0,Yes,No,"North Indian, Chinese",New BEL Road,Jalahalli,Yes
Bharathi Dosa Camp,Quick Bites,3.2,7,100.0,No,No,South Indian,Brigade Road,Commercial Street,Yes
Bharathi Refreshments,Quick Bites,3.4,4,300.0,No,No,"South Indian, North Indian",Koramangala 5th Block,Koramangala 8th Block,Yes
Bharatkhana,Casual Dining,3.4,6,400.0,No,No,"North Indian, Bengali",Brookefield,Marathahalli,Yes
Bharjari Oota,Casual Dining,3.9,153,350.0,No,No,South Indian,Banashankari,Basavanagudi,Yes
Bharpur Aahar,Quick Bites,3.9,418,200.0,Yes,No,"North Indian, Chinese",Indiranagar,Jeevan Bhima Nagar,Yes
Bhartiya Jalpan,Casual Dining,2.8,40,700.0,No,No,"North Indian, Street Food",Lavelle Road,Commercial Street,Yes
Bhattara Bhojana,Quick Bites,3.6,66,150.0,Yes,No,South Indian,Banashankari,Banashankari,Yes
Bhavani Chats,Quick Bites,3.6,34,100.0,Yes,No,Street Food,Bannerghatta Road,Bannerghatta Road,Yes
Bhavani Chats N Juice,Quick Bites,3.9,91,200.0,Yes,No,"Beverages, Street Food",Basavanagudi,Jayanagar,Yes
Bhavani Military Hotel,Quick Bites,2.8,40,300.0,Yes,No,"Maharashtrian, Mughlai, Fast Food",Frazer Town,RT Nagar,Yes
Bhavani Restaurant,Casual Dining,3.6,73,500.0,Yes,No,"Mughlai, North Indian, Chinese",Kalyan Nagar,Banaswadi,Yes
Bhavani Sri,Casual Dining,3.0,110,700.0,Yes,No,"Andhra, Biryani, Seafood",Brigade Road,Indiranagar,Yes
Bhavani Upahara,Quick Bites,3.3,9,250.0,Yes,No,South Indian,Bannerghatta Road,Bannerghatta Road,Yes
Bhavani Vada Pav,Quick Bites,4.0,106,150.0,Yes,No,Fast Food,Malleshwaram,Yeshwantpur,Yes
Bhavya Military Hotel,Quick Bites,3.5,18,300.0,No,No,South Indian,Bannerghatta Road,Bannerghatta Road,Yes
Bheema's,Casual Dining,4.0,779,650.0,Yes,No,Andhra,Brigade Road,Church Street,Yes
Bhikaram Chandmal Bhujiawala,Quick Bites,3.0,41,150.0,No,No,"North Indian, Mithai",Indiranagar,Indiranagar,Yes
B-hive,Pub,4.3,1550,1200.0,No,Yes,"Finger Food, North Indian",Koramangala 4th Block,Koramangala 1st Block,Yes
Bhoja99,Quick Bites,2.8,40,200.0,No,No,North Indian,"Byresandra,Tavarekere,Madiwala",BTM,Yes
Bhojan@99,Quick Bites,2.8,40,200.0,Yes,No,Fast Food,Bannerghatta Road,Bannerghatta Road,Yes
Bhojanam Restaurant,Casual Dining,3.6,196,600.0,No,No,"Andhra, Biryani",Electronic City,Electronic City,Yes
Bhojohori Manna,Casual Dining,3.7,662,650.0,Yes,No,"Bengali, Mughlai",Bannerghatta Road,JP Nagar,Yes
Bhojon Tripti,Quick Bites,2.9,24,300.0,Yes,No,"Bengali, North Indian",Bannerghatta Road,Bannerghatta Road,Yes
Bhookha Sher,Quick Bites,3.2,34,350.0,Yes,No,"North Indian, Fast Food",Old Airport Road,Old Airport Road,Yes
BHR Foods,Quick Bites,3.4,7,350.0,Yes,No,"North Indian, Chinese, Continental, Biryani, Thai",Brookefield,Whitefield,Yes
Bhukkad,Quick Bites,3.1,7,250.0,No,No,"Healthy Food, Fast Food",Bannerghatta Road,Bannerghatta Road,Yes
Bhukkads,Casual Dining,3.2,63,400.0,Yes,No,"Chinese, North Eastern",Electronic City,Electronic City,Yes
Bhukkhad Baba,Quick Bites,3.6,132,250.0,Yes,No,"North Indian, Beverages",Jayanagar,JP Nagar,Yes
Bhuvaneshwari Mess,Quick Bites,2.8,40,250.0,No,No,"South Indian, North Indian, Biryani",Kalyan Nagar,Kalyan Nagar,Yes
BIB - Breakfast in the Box,Delivery,3.5,41,600.0,Yes,No,"American, Sandwich",Frazer Town,Kammanahalli,Yes
BIB-Breakfast in the Box,Delivery,3.7,61,600.0,Yes,No,"American, Sandwich",Brookefield,Whitefield,Yes
Biere Societee,Pub,4.2,320,1500.0,No,Yes,"Asian, Continental, European",Whitefield,Whitefield,Yes
BiereKraft,Bar,4.2,746,1600.0,No,Yes,"Continental, North Indian, Asian",Marathahalli,Marathahalli,Yes
Biergarten,"Microbrewery, Pub",4.7,6865,2400.0,No,Yes,"Continental, European, BBQ, Chinese, Asian",Brookefield,Whitefield,Yes
Big Apple Restaurant,Quick Bites,3.2,4,300.0,No,No,"North Indian, Chinese, Pizza, Burger",Electronic City,Electronic City,Yes
Big Bite,"Quick Bites, Beverage Shop",4.0,555,400.0,Yes,No,"Fast Food, Street Food, Beverages, Chinese",Rajajinagar,Vijay Nagar,Yes
Big Bites,Quick Bites,3.6,21,200.0,No,No,"Chinese, Fast Food",Basavanagudi,Jayanagar,Yes
Big Bowl Theory,Delivery,3.1,27,400.0,No,No,Continental,HSR,Koramangala,Yes
Big Box Theory,Delivery,3.6,11,550.0,No,No,"Salad, Healthy Food, Fast Food",Koramangala 4th Block,Ejipura,Yes
Big Chick Fried Chicken,Quick Bites,3.5,11,400.0,Yes,No,Fast Food,Marathahalli,Kaggadasapura,Yes
Big Chicken,Quick Bites,3.9,110,400.0,Yes,No,Fast Food,Kalyan Nagar,Kammanahalli,Yes
Big Fat Brownie,"Takeaway, Delivery",3.4,6,400.0,Yes,No,"Bakery, Sandwich",Koramangala 5th Block,HSR,Yes
Big Foody's,Delivery,3.2,4,500.0,No,No,"North Indian, Chinese, South Indian, Fast Food",Koramangala 4th Block,Koramangala 8th Block,Yes
Big Mama,Cafe,3.3,6,600.0,No,No,"Cafe, Continental, Italian",HSR,HSR,Yes
Big Mishra Pedha,Sweet Shop,2.9,23,250.0,Yes,No,Mithai,Banashankari,Jayanagar,Yes
Big Mummy,Quick Bites,3.9,214,400.0,Yes,No,"Fast Food, Biryani",Indiranagar,Indiranagar,Yes
Big Pitcher,"Pub, Microbrewery",4.6,9272,1800.0,No,Yes,"American, Continental, North Indian, Mediterranean",Old Airport Road,Old Airport Road,Yes
Big Straw Blast,Beverage Shop,3.5,6,150.0,Yes,No,Beverages,New BEL Road,Sahakara Nagar,Yes
Big Wong XL,Casual Dining,4.5,678,1400.0,No,Yes,"Chinese, Sushi, Asian, Thai","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Yes
Biggies Burger 'n' More,Cafe,3.8,63,650.0,Yes,No,"Cafe, Burger, Beverages",Brookefield,Marathahalli,Yes
Bihar Bhojanalaya,Quick Bites,3.1,14,200.0,No,No,"North Indian, Bihari",New BEL Road,New BEL Road,Yes
Bihar Ki Shan,Quick Bites,3.8,347,300.0,Yes,No,North Indian,HSR,HSR,Yes
Bikaner Jn,Quick Bites,3.9,85,300.0,Yes,No,Rajasthani,Bannerghatta Road,JP Nagar,Yes
Bikaner Sweets,Sweet Shop,3.7,63,150.0,Yes,No,"Mithai, Street Food",New BEL Road,Sahakara Nagar,Yes
Bikaneri Sweets,Sweet Shop,3.4,19,250.0,Yes,No,"Mithai, Street Food",Bannerghatta Road,Bannerghatta Road,Yes
Billionaires Cafe,Cafe,3.8,47,600.0,No,No,"Cafe, Italian",Jayanagar,Koramangala 5th Block,Yes
Bindu Garden Bar & Restaurant,Casual Dining,3.1,36,550.0,Yes,No,"North Indian, Chinese",HSR,HSR,Yes
BingeJoy!,Kiosk,3.6,16,100.0,Yes,No,"Biryani, Chinese, Fast Food",Bannerghatta Road,JP Nagar,Yes
Birbal Darbar,Casual Dining,4.1,317,600.0,No,No,"North Indian, Chinese, Biryani",Sarjapur Road,Sarjapur Road,Yes
Birinz,Casual Dining,4.1,292,700.0,Yes,No,"Biryani, Chinese, Mughlai, Fast Food, Kebab",Bannerghatta Road,BTM,Yes
Biriyani & Kabab Corner,Quick Bites,2.8,40,350.0,No,No,"Biryani, North Indian, Chinese",Marathahalli,Marathahalli,Yes
Biriyani Adda,Quick Bites,2.8,40,350.0,Yes,No,"Biryani, Fast Food",HSR,Bellandur,Yes
Biriyani Angadi,Quick Bites,3.2,7,200.0,No,No,Biryani,Bannerghatta Road,BTM,Yes
Biriyani Bhatti,Quick Bites,3.7,21,400.0,Yes,No,"Chinese, Hyderabadi, North Indian",Bannerghatta Road,BTM,Yes
Biriyani Bungalow,Casual Dining,3.1,4,600.0,Yes,No,"Biryani, North Indian",Bellandur,HSR,Yes
Biriyani Combo 99,Quick Bites,2.8,40,300.0,No,No,Biryani,Indiranagar,Indiranagar,Yes
Biriyani Fest,Delivery,2.8,33,700.0,Yes,No,"Biryani, North Indian, Chinese",New BEL Road,New BEL Road,Yes
Biriyani House,Casual Dining,3.6,27,400.0,Yes,No,Biryani,Bellandur,Bellandur,Yes
Biriyani Hub,Delivery,3.0,30,400.0,Yes,No,"Fast Food, Biryani, Seafood, South Indian",New BEL Road,New BEL Road,Yes
Biriyani Mane,Casual Dining,3.7,158,700.0,Yes,No,"Biryani, Chinese, North Indian",Bannerghatta Road,Jayanagar,Yes
Biriyani Nights,"Takeaway, Delivery",2.9,119,500.0,Yes,No,"Biryani, Kebab, Continental",Frazer Town,Kammanahalli,Yes
Biriyani Paradise,Casual Dining,3.5,18,550.0,No,No,"North Indian, Kerala, Biryani, South Indian",Electronic City,Electronic City,Yes
Biriyani Section,Quick Bites,2.8,40,300.0,Yes,No,"Biryani, North Indian",Brookefield,Whitefield,Yes
Biriyani Zone,Casual Dining,3.7,22,800.0,Yes,No,"Biryani, North Indian, Chinese, Seafood",Old Airport Road,CV Raman Nagar,Yes
Biriyani's House,Quick Bites,2.8,40,200.0,Yes,No,"Biryani, North Indian",HSR,HSR,Yes
Biriyaniz,"Takeaway, Delivery",3.4,301,400.0,Yes,No,"Biryani, North Indian, Chinese, Andhra","Byresandra,Tavarekere,Madiwala",HSR,Yes
Biriyummy,Quick Bites,3.3,6,250.0,No,No,"Biryani, Kebab",Kalyan Nagar,Banaswadi,Yes
Biryani & Kabab,Quick Bites,3.2,4,150.0,No,No,Biryani,Brookefield,Whitefield,Yes
Biryani & Kabab Corner,Casual Dining,3.7,32,450.0,No,No,"North Indian, Chinese, Biryani, Andhra",Marathahalli,Marathahalli,Yes
Biryani Affair,Delivery,3.5,147,350.0,Yes,No,Biryani,HSR,HSR,Yes
Biryani Bar,Delivery,2.8,40,300.0,Yes,No,Biryani,Brookefield,Whitefield,Yes
Biryani Bazar,Quick Bites,3.3,4,250.0,No,No,Biryani,Indiranagar,Indiranagar,Yes
Biryani Bowl,Kiosk,3.3,10,550.0,No,No,"Biryani, Andhra",Whitefield,Whitefield,Yes
Biryani Club,Quick Bites,2.9,31,400.0,No,No,"South Indian, Biryani",Indiranagar,Jeevan Bhima Nagar,Yes
Biryani Darbar,Casual Dining,3.3,12,600.0,Yes,No,"Biryani, Chinese",Electronic City,Electronic City,Yes
Biryani Dawat,Quick Bites,2.8,40,400.0,No,No,"Biryani, Hyderabadi","Byresandra,Tavarekere,Madiwala",BTM,Yes
Biryani Day,Casual Dining,3.7,751,500.0,Yes,No,"North Indian, Chinese, Biryani, Andhra",Brookefield,Marathahalli,Yes
Biryani Durbar,"Takeaway, Delivery",3.7,128,400.0,Yes,No,"Biryani, North Indian",Bannerghatta Road,Bannerghatta Road,Yes
Biryani Empire,Quick Bites,3.0,8,400.0,Yes,No,Biryani,New BEL Road,New BEL Road,Yes
Biryani Express,Casual Dining,3.7,71,600.0,Yes,No,"Biryani, North Indian",Whitefield,Whitefield,Yes
Biryani Factory,Delivery,2.9,14,400.0,Yes,No,Biryani,Marathahalli,Whitefield,Yes
Biryani Feast,Delivery,2.9,132,600.0,Yes,No,"Biryani, North Indian, Chinese",Brookefield,Marathahalli,Yes
Biryani Foodies,Quick Bites,3.1,7,500.0,Yes,No,"Biryani, Mughlai","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Yes
Biryani House,Casual Dining,3.5,11,600.0,Yes,No,"Andhra, Biryani, Chinese, North Indian",Bellandur,Bellandur,Yes
Biryani Hub,Quick Bites,3.2,87,600.0,Yes,No,"North Indian, South Indian, Biryani",Kalyan Nagar,Nagawara,Yes
Biryani Hut,Quick Bites,3.5,9,300.0,Yes,No,"North Indian, Biryani",Bellandur,Sarjapur Road,Yes
Biryani Joint,Quick Bites,3.3,4,200.0,No,No,"South Indian, Biryani",Kalyan Nagar,Kammanahalli,Yes
Biryani Junction,Quick Bites,2.3,298,450.0,Yes,No,"Biryani, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Bommanahalli,Yes
Biryani Khazana,"Takeaway, Delivery",3.0,10,600.0,Yes,No,Biryani,Indiranagar,Indiranagar,Yes
Biryani Kitchen,Food Court,4.3,627,450.0,Yes,No,Biryani,Brookefield,Whitefield,Yes
Biryani Knights,Delivery,3.6,21,300.0,No,No,Biryani,"Byresandra,Tavarekere,Madiwala",JP Nagar,Yes
Biryani Lakhnawi,Quick Bites,3.6,13,500.0,No,No,"Lucknowi, Biryani",Brookefield,Marathahalli,Yes
Biryani Magic,Quick Bites,3.5,31,300.0,Yes,No,"North Indian, Biryani",Bannerghatta Road,BTM,Yes
Biryani Mandra,"Takeaway, Delivery",3.8,70,500.0,Yes,No,"Seafood, Salad, North Indian, Biryani, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block,Yes
Biryani Mane,Quick Bites,3.6,66,600.0,Yes,No,"North Indian, Biryani",Marathahalli,Marathahalli,Yes
Biryani Miya,Delivery,2.9,15,600.0,Yes,No,"Biryani, North Indian",Marathahalli,Marathahalli,Yes
Biryani Nights,Quick Bites,3.5,20,400.0,Yes,No,"South Indian, North Indian, Chinese",Jayanagar,Bannerghatta Road,Yes
Biryani Palace,Casual Dining,3.6,37,750.0,Yes,No,"Biryani, North Indian, Chinese",Kalyan Nagar,Nagawara,Yes
Biryani Paradise,Casual Dining,3.8,131,700.0,Yes,No,"Andhra, Biryani",Brookefield,Whitefield,Yes
Biryani Park,Casual Dining,3.4,85,500.0,Yes,No,"North Indian, Biryani, Chinese, Mughlai",Marathahalli,Brookefield,Yes
Biryani Point,Quick Bites,3.2,7,250.0,No,No,Biryani,"Byresandra,Tavarekere,Madiwala",Bommanahalli,Yes
Biryani Pot,Casual Dining,3.8,1071,500.0,Yes,No,Biryani,"Byresandra,Tavarekere,Madiwala",BTM,Yes
Biryani Rooh-e-Khaas,Delivery,2.8,40,500.0,Yes,No,"Biryani, Mughlai",HSR,HSR,Yes
Biryani Royals Garden,Quick Bites,2.8,40,500.0,Yes,No,"North Indian, Biryani, Mughlai",Banashankari,Kumaraswamy Layout,Yes
Biryani Spot,Quick Bites,3.5,9,300.0,Yes,No,"South Indian, Biryani","Byresandra,Tavarekere,Madiwala",BTM,Yes
Biryani Times,Quick Bites,3.5,16,300.0,No,No,Biryani,Bannerghatta Road,JP Nagar,Yes
Biryani Treat,Quick Bites,2.8,40,400.0,No,No,Biryani,Malleshwaram,Rajajinagar,Yes
Biryani Treats,Delivery,2.5,105,650.0,No,No,Biryani,New BEL Road,New BEL Road,Yes
Biryani Trip,Delivery,2.8,40,400.0,Yes,No,Biryani,Brigade Road,Indiranagar,Yes
Biryani@Bangalore,"Takeaway, Delivery",2.9,86,300.0,No,No,"Biryani, Chinese, South Indian",Brookefield,Marathahalli,Yes
Biryanis And More,Casual Dining,4.0,618,750.0,Yes,No,"Biryani, North Indian, Chinese, Andhra, South Indian",Banashankari,Jayanagar,Yes
Bisi Thindi,Quick Bites,2.8,40,150.0,Yes,No,South Indian,Frazer Town,Kammanahalli,Yes
Bisimillah Biriyani,Quick Bites,3.5,11,300.0,No,No,"Biryani, Fast Food","Byresandra,Tavarekere,Madiwala",BTM,Yes
Bisimillah Biriyani's & Kebab's,Quick Bites,3.3,6,300.0,No,No,"Biryani, Fast Food","Byresandra,Tavarekere,Madiwala",BTM,Yes
Bismilla Kabab & Biryani Centre,Quick Bites,3.2,4,300.0,No,No,"North Indian, Chinese",Kalyan Nagar,Kalyan Nagar,Yes
Bismilla Vaniyambadi Biriyani,Quick Bites,2.8,40,200.0,No,No,"Biryani, North Indian",Indiranagar,Domlur,Yes
Bismillah Ambur Biryani,Quick Bites,3.1,7,150.0,No,No,Biryani,MG Road,Indiranagar,Yes
Bismillah Bawarchi,Quick Bites,3.6,42,300.0,Yes,No,"North Indian, Chinese, Biryani",Brookefield,Brookefield,Yes
BISO - Citrus Hotels,Casual Dining,3.0,120,1000.0,No,No,"North Indian, Italian, Chinese, Asian",Bellandur,Bellandur,Yes
Bistro Claytopia,Cafe,4.1,1845,600.0,Yes,Yes,"Cafe, American, Italian, Burger","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block,Yes
Bistro Oui,"Cafe, Bar",4.1,400,1200.0,Yes,Yes,"Cafe, Continental, Salad, Steak","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Yes
Biswal's Food Circle,Quick Bites,2.8,40,350.0,No,No,"Chinese, North Indian",Kammanahalli,Banaswadi,Yes
Bite and Pipes,Casual Dining,3.5,13,500.0,No,No,"Continental, Chinese",Kalyan Nagar,Kammanahalli,Yes
Bite Me Cupcakes,Dessert Parlor,4.1,189,300.0,Yes,No,Desserts,"Byresandra,Tavarekere,Madiwala",Koramangala 4th Block,Yes
Bite Sip Repeat,Quick Bites,3.4,6,150.0,No,No,"Fast Food, South Indian, North Indian",Electronic City,Electronic City,Yes
BITEBOX,Quick Bites,4.4,150,300.0,Yes,No,"North Indian, Chinese, Fast Food, Beverages, Desserts",Brookefield,Marathahalli,Yes
Bites 2 Binge,Casual Dining,3.7,19,750.0,Yes,No,North Indian,Indiranagar,Indiranagar,Yes
Bitez,Quick Bites,2.8,40,100.0,No,No,Fast Food,Banashankari,Banashankari,Yes
Biting Junction,Quick Bites,3.9,119,350.0,Yes,No,"Chinese, North Indian, Rajasthani, Gujarati, Fast Food, Afghan",Whitefield,Whitefield,Yes
